position,ppr_points,var,moving_avg,up_vol,down_vol,hv_plays,hv_points,ou,def_rk,attempts,conv_rate,ay_att,yac_att,yds_route
WR,32.70,0.59,19.00,1.93,0.39,3,23.90,49.5,26,10,0.70,1.18,0.49,1.67
WR,6.00,0.68,3.62,2.05,0.26,0,0,49.5,26,4,0.75,2.31,0.50,2.81
WR,3.20,0.98,3.44,2.90,0.36,1,3.20,49.5,26,2,0.50,5.50,2.00,7.50
WR,-1.00,1.20,2.08,3.04,-0.04,0,0,49.5,24,1,0.00,38.00,0.00,38.00
WR,11.00,0.47,11.68,1.66,0.44,0,0,49.5,24,10,0.60,0.60,0.16,0.76
TE,6.60,0.52,11.38,1.88,0.53,0,0,48,5,3,1.00,2.11,1.89,4.00
WR,8.10,0.47,8.22,1.71,0.48,0,0,48,5,4,1.00,2.31,0.25,2.56
TE,10.80,0.71,4.60,2.01,0.41,2,10.80,48,5,4,0.50,2.94,0.31,3.25
WR,-0.40,0.74,11.60,2.16,0.19,0,0,48,5,1,0.00,12.00,0.00,12.00
TE,28.10,0.62,16.46,1.95,0.25,2,20.50,48,5,3,1.00,4.22,3.44,7.67
WR,1.60,0.84,9.02,2.31,0.24,0,0,48,5,1,1.00,4.00,2.00,6.00
WR,10.70,0.49,13.94,1.92,0.44,2,9.00,48,5,7,0.43,1.45,0.65,2.10
TE,4.00,0.64,4.08,1,1,1,4.00,48.5,27,1,1.00,3.00,27.00,30.00
TE,1.50,0.70,4.48,2.01,0.25,0,0,48.5,22,1,1.00,0.00,5.00,5.00
WR,2.30,0.85,5.33,2.42,0.33,0,0,48.5,27,3,0.67,3.44,0.00,3.44
WR,10.40,0.73,12.70,2.09,0.18,0,0,48.5,27,7,0.86,0.71,0.57,1.29
WR,4.40,0.75,6.45,1,1,0,0,48.5,22,1,1.00,19.00,1.00,20.00
TE,1.50,1.11,7.20,1,1,0,0,48.5,22,1,1.00,4.00,1.00,5.00
TE,2.30,0.81,3.34,1,1,0,0,48.5,22,2,0.50,2.00,1.75,3.75
WR,9.30,0.84,10.18,2.56,0.28,0,0,48.5,22,11,0.45,0.93,0.19,1.12
WR,21.70,0.24,22.92,1.39,0.78,2,17.20,48.5,27,7,0.57,1.90,0.29,2.18
WR,4.60,1.10,5.12,2.80,0.23,0,0,48.5,22,3,0.67,2.00,1.22,3.22
TE,4.40,0.56,3.94,1.85,0.41,0,0,48.5,27,2,1.00,4.00,2.00,6.00
TE,2.40,0.63,11.74,1.89,0.32,0,0,48.5,27,1,1.00,14.00,0.00,14.00
WR,14.20,0.60,12.88,1.92,0.42,1,4.90,48.5,22,10,0.70,0.52,0.46,0.98
TE,3.30,0.72,3.46,2.53,0.46,0,0,49,21,2,1.00,1.75,1.50,3.25
WR,7.00,0.70,13.20,2.01,0.38,1,4.10,49,21,5,0.60,1.24,1.04,2.28
WR,5.90,0.63,6.64,1.92,0.23,1,3.50,49,25,2,1.00,6.25,3.50,9.75
TE,2.80,0.55,13.22,1.81,0.43,0,0,49,25,1,1.00,15.00,3.00,18.00
TE,2.70,0.33,1.80,1,1,0,0,49,21,2,0.50,4.50,0.00,4.50
WR,2.20,1.37,5.34,4.46,0.00,0,0,49,21,1,1.00,5.00,7.00,12.00
WR,9.80,0.58,9.30,1.88,0.37,1,9.80,49,25,1,1.00,28.00,0.00,28.00
TE,21.60,0.58,11.32,1.88,0.45,1,7.30,49,21,11,0.91,0.40,0.12,0.52
WR,5.30,0.64,3.84,2.03,0.14,0,0,49,25,2,1.00,6.00,2.25,8.25
WR,1.70,0.83,3.86,2.14,0.27,0,0,49,21,1,1.00,5.00,2.00,7.00
WR,4.20,0.50,12.72,1.76,0.37,0,0,49,25,5,0.40,2.48,0.00,2.48
WR,8.70,0.50,11.92,1.76,0.45,0,0,49,21,8,0.75,0.41,0.41,0.81
TE,1.60,0.09,2.72,1,1,0,0,49,25,1,1.00,-1.00,7.00,6.00
WR,23.70,0.38,20.88,1.43,0.48,3,14.40,49,21,11,0.64,0.87,0.26,1.12
TE,5.30,0.55,7.70,1.73,0.30,0,0,53,14,4,0.75,1.81,0.56,2.38
TE,4.50,0.67,5.50,2.20,0.64,1,3.30,53,30,3,0.67,2.89,0.44,3.33
WR,11.90,0.63,5.16,1.79,0.21,2,11.90,53,14,6,0.33,3.22,0.17,3.39
WR,4.00,0.40,3.73,1.60,0.70,0,0,53,30,2,1.00,3.75,1.25,5.00
WR,9.50,0.50,17.78,1.72,0.41,2,7.90,53,14,4,0.75,1.13,3.38,4.50
WR,3.70,0.57,7.04,2.00,0.37,0,0,53,14,2,1.00,4.25,0.00,4.25
WR,27.00,0.53,18.44,1.83,0.42,2,16.40,53,30,8,1.00,0.84,0.25,1.09
TE,1.10,0.74,10.78,2.35,0.28,0,0,53,30,2,0.50,0.50,0.00,0.50
TE,2.60,0.87,2.66,2.56,0.39,0,0,45,1,1,1.00,0.00,16.00,16.00
WR,23.20,0.59,9.42,1.98,0.35,2,18.00,45,16,6,0.83,1.97,1.86,3.83
WR,19.80,0.53,9.50,1.64,0.33,2,11.00,45,1,15,0.40,0.76,0.09,0.84
TE,1.90,1.00,7.32,2.68,0.28,0,0,45,1,3,0.33,1.33,0.00,1.33
TE,3.00,0.36,2.70,1,1,0,0,45,16,1,1.00,19.00,1.00,20.00
WR,31.30,0.63,11.08,2.10,0.40,4,28.40,45,16,8,0.75,1.81,0.83,2.64
WR,2.20,1.19,4.30,3.21,0.30,0,0,45,1,2,0.50,14.00,0.00,14.00
TE,8.00,0.67,14.42,1.99,0.35,1,3.40,45,16,5,0.80,1.08,0.52,1.60
WR,8.50,0.59,13.12,2.39,0.53,1,4.20,45,1,7,0.43,2.12,0.18,2.31
WR,6.20,0.51,12.00,1.79,0.52,0,0,51,17,5,0.60,1.96,0.16,2.12
WR,6.50,0.73,10.00,2.16,0.22,0,0,51,17,5,0.80,0.40,0.96,1.36
WR,19.30,0.46,12.72,1.79,0.50,1,14.50,51,19,5,0.60,1.80,2.72,4.52
WR,5.10,0.81,5.70,2.40,0.25,0,0,51,19,2,1.00,3.00,4.75,7.75
WR,5.90,0.42,11.26,1.57,0.44,0,0,51,17,4,1.00,0.63,0.50,1.13
TE,7.80,0.94,5.02,2.61,0.27,1,7.80,51,19,1,1.00,2.00,6.00,8.00
TE,14.40,0.54,7.56,1.86,0.52,1,8.20,51,19,4,1.00,1.13,1.63,2.75
WR,5.20,0.68,4.04,2.13,0.31,0,0,51,17,3,1.00,1.44,1.00,2.44
WR,21.60,0.40,21.48,1.61,0.63,2,16.60,51,19,6,1.00,1.64,1.03,2.67
WR,1.90,3.06,4.30,1,1,0,0,51,19,1,1.00,-1.00,10.00,9.00
TE,8.00,0.63,11.56,2.20,0.30,0,0,51,17,6,0.67,1.64,0.11,1.75
TE,1.50,0.66,4.52,2.10,0.41,0,0,40,6,2,0.50,2.25,0.00,2.25
WR,8.10,0.77,6.32,2.30,0.27,1,3.10,40,3,6,0.50,2.33,0.75,3.08
WR,4.10,0.65,1.00,2.06,0.48,0,0,40,6,3,0.67,5.56,1.33,6.89
WR,4.40,0.65,5.96,1.92,0.32,0,0,40,6,2,1.00,5.75,0.25,6.00
WR,12.00,0.73,10.56,2.33,0.36,0,0,40,6,10,0.60,0.97,0.02,0.99
TE,11.30,0.74,2.72,2.02,0.29,2,11.30,40,6,2,1.00,3.75,4.50,8.25
TE,3.50,1.34,2.35,4.39,0.26,0,0,40,3,2,1.00,3.00,0.75,3.75
WR,1.00,0.86,8.14,2.46,0.22,0,0,40,6,1,1.00,0.00,0.00,0.00
WR,4.60,0.60,4.42,1.93,0.51,1,4.60,40,6,1,1.00,34.00,2.00,36.00
WR,16.80,0.93,11.38,2.85,0.18,1,7.40,40,3,8,0.63,1.22,0.30,1.52
WR,9.30,0.66,6.36,2.12,0.36,1,9.30,40,3,1,1.00,18.00,5.00,23.00
WR,4.60,0.83,12.48,2.37,0.25,0,0,40,3,4,0.75,1.13,0.13,1.25
WR,17.38,0.23,18.76,1.28,0.70,1,4.30,56.5,22,10,0.60,0.68,0.26,0.94
WR,1.40,0.85,6.63,2.42,0.33,0,0,56.5,7,4,0.25,4.38,0.13,4.50
WR,13.10,0.73,10.34,2.09,0.18,3,13.10,56.5,7,6,0.50,3.53,0.45,3.97
WR,6.00,0.81,10.36,2.17,0.25,0,0,56.5,22,3,1.00,2.56,0.78,3.33
WR,16.00,0.24,23.36,1.39,0.78,1,7.20,56.5,7,9,0.67,0.79,0.35,1.14
WR,13.80,0.79,6.28,2.29,0.23,0,0,56.5,22,1,1.00,2.00,5.00,7.00
TE,3.10,0.66,2.30,1,1,1,3.10,56.5,22,1,1.00,2.00,19.00,21.00
WR,24.00,0.47,9.92,1.68,0.47,2,16.40,56.5,22,9,0.56,1.83,0.77,2.59
WR,7.40,0.84,12.74,3.05,0.41,0,0,56.5,7,6,0.83,0.92,0.70,1.61
TE,15.50,0.63,10.54,1.89,0.32,1,8.50,56.5,7,6,0.67,1.72,0.31,2.03
TE,1.50,0.64,4.18,1,1,0,0,56.5,7,1,1.00,1.00,4.00,5.00
WR,23.40,0.43,15.46,1.56,0.49,3,16.80,57,14,8,0.75,2.03,0.36,2.39
TE,3.00,0.71,5.28,2.31,0.40,0,0,57,20,4,0.50,2.00,0.44,2.44
WR,10.30,0.95,10.28,2.83,0.22,1,7.40,57,20,3,0.67,5.67,0.00,5.67
WR,19.90,0.62,17.70,2.20,0.30,2,14.70,57,14,6,0.83,1.39,1.39,2.78
WR,12.50,0.43,17.02,1.67,0.55,0,0,57,14,9,0.56,1.05,0.23,1.28
TE,7.80,0.85,3.16,2.44,0.19,0,0,57,14,5,0.60,1.12,1.04,2.16
TE,6.00,0.63,4.50,2.19,0.37,1,4.30,57,14,4,0.50,2.69,1.19,3.88
WR,39.10,0.53,15.20,1.83,0.42,1,14.20,57,20,15,0.80,0.57,0.46,1.03
TE,15.20,0.74,8.72,2.35,0.28,2,12.50,57,20,4,0.75,5.31,0.63,5.94
WR,11.70,0.64,10.98,2.09,0.29,1,5.20,48.5,,4,1.00,3.00,1.81,4.81
WR,3.60,0.82,14.40,2.18,0.23,0,0,48.5,,7,0.29,1.22,0.31,1.53
TE,17.20,0.81,4.70,2.49,0.32,1,7.60,48.5,,8,0.75,1.11,0.22,1.33
WR,5.20,0.34,14.32,1.47,0.57,0,0,48.5,,4,0.75,1.69,0.25,1.94
WR,8.00,0.98,7.16,3.22,0.20,1,8.00,48.5,,2,0.50,8.50,0.00,8.50
WR,10.70,0.47,17.86,1.72,0.53,0,0,46.5,4,9,0.67,1.06,0.17,1.24
TE,7.70,0.93,8.00,2.61,0.25,1,7.70,46.5,13,1,1.00,7.00,0.00,7.00
WR,8.70,0.56,9.46,1.86,0.36,2,6.30,46.5,4,5,0.60,2.68,1.36,4.04
WR,2.70,0.68,5.30,2.21,0.29,0,0,46.5,4,4,0.25,3.25,0.44,3.69
TE,24.30,0.91,5.78,2.39,0.38,1,8.20,46.5,4,11,0.91,0.18,0.52,0.70
TE,5.40,0.72,3.48,2.07,0.33,1,5.40,46.5,4,1,1.00,15.00,29.00,44.00
WR,26.50,0.37,22.50,1.58,0.65,1,8.60,46.5,13,12,0.83,0.58,0.27,0.85
TE,2.30,0.86,5.20,2.57,0.33,0,0,46.5,13,2,0.50,5.25,2.50,7.75
WR,9.10,0.48,11.56,1.84,0.55,1,4.10,46.5,13,3,1.00,2.78,4.00,6.78
WR,25.10,0.38,18.78,1.43,0.48,3,17.20,46.5,15,10,0.70,1.06,0.59,1.65
WR,19.70,0.70,17.36,2.01,0.38,1,11.00,46.5,15,9,0.67,0.89,0.70,1.59
WR,12.10,0.44,6.38,1.62,0.49,2,10.60,46.5,25,6,0.50,2.14,0.00,2.14
TE,7.10,0.58,10.96,1.88,0.45,1,3.30,46.5,15,3,1.00,1.22,3.33,4.56
WR,22.40,0.90,5.00,3.02,0.31,1,4.30,46.5,25,12,0.83,0.74,0.28,1.01
WR,3.60,0.38,9.86,1.46,0.57,0,0,46.5,25,5,0.40,1.84,-0.12,1.72
TE,7.40,0.45,7.86,1.74,0.53,0,0,46.5,25,6,0.67,1.45,0.31,1.75
WR,8.50,0.50,12.94,1.76,0.45,0,0,46.5,15,5,0.80,1.24,0.76,2.00
TE,11.20,0.73,6.22,2.17,0.33,0,0,46.5,25,7,0.71,1.65,0.67,2.33
WR,4.00,0.69,8.14,2.22,0.26,0,0,47,16,3,0.67,6.11,0.22,6.33
WR,8.40,0.53,11.28,1.64,0.33,0,0,47,9,4,0.75,3.25,0.56,3.81
TE,2.20,1.00,7.38,2.68,0.28,0,0,47,9,4,0.25,1.69,0.13,1.81
WR,5.70,0.53,6.24,1.87,0.33,1,3.20,47,16,2,1.00,2.50,6.75,9.25
WR,3.30,1.19,4.76,3.21,0.30,0,0,47,9,2,1.00,2.25,1.00,3.25
TE,3.70,0.46,2.96,1.88,0.55,0,0,47,9,2,1.00,1.00,3.25,4.25
WR,12.70,0.44,26.04,1.54,0.47,1,7.20,47,16,7,0.57,0.90,0.14,1.04
WR,12.60,0.59,13.98,2.39,0.53,0,0,47,9,8,0.75,1.14,0.31,1.45
TE,4.80,0.79,7.60,2.23,0.35,1,3.40,47,16,2,1.00,6.25,0.75,7.00
WR,7.00,0.66,10.94,1.99,0.31,1,3.30,43,27,4,0.75,2.00,1.63,3.63
TE,10.20,0.69,8.22,2.13,0.25,2,6.90,43,27,4,1.00,2.81,1.06,3.88
TE,1.60,0.86,6.15,2.34,0.52,0,0,43,27,2,0.50,4.75,1.25,6.00
WR,2.60,0.77,8.74,2.79,0.42,0,0,43,29,2,0.50,4.75,2.50,7.25
WR,7.30,0.81,9.52,2.52,0.29,0,0,43,27,7,0.57,1.84,0.27,2.10
TE,1.60,0.49,2.30,1.61,0.48,0,0,43,27,2,0.50,3.50,0.25,3.75
WR,1.80,0.84,12.80,2.56,0.28,0,0,43,29,2,0.50,4.50,0.75,5.25
WR,2.90,1.10,7.56,2.80,0.23,0,0,43,29,1,1.00,7.00,12.00,19.00
WR,5.00,0.90,7.52,2.77,0.26,0,0,43,27,9,0.33,1.11,0.07,1.19
WR,9.70,0.60,11.76,1.92,0.42,1,3.60,43,29,7,0.71,1.35,0.35,1.69
TE,28.90,0.51,16.26,1.77,0.46,3,19.50,51,21,9,0.78,1.00,0.42,1.42
WR,8.10,0.63,6.70,1.92,0.23,1,4.80,51,24,5,0.60,3.04,0.56,3.60
WR,3.60,0.93,7.53,2.59,0.39,0,0,51,24,5,0.40,0.52,0.84,1.36
TE,9.30,0.55,12.48,1.81,0.43,0,0,51,24,5,0.80,1.92,1.00,2.92
WR,12.50,0.59,19.42,1.93,0.39,1,5.00,51,21,5,0.80,2.80,1.12,3.92
WR,4.90,0.58,9.28,1.88,0.37,0,0,51,24,4,0.75,1.81,0.50,2.31
WR,1.30,0.68,4.78,2.05,0.26,0,0,51,21,2,0.50,1.00,-0.25,0.75
WR,3.30,0.98,4.64,2.90,0.36,1,3.30,51,21,2,0.50,5.50,2.50,8.00
WR,6.50,0.64,3.24,2.03,0.14,0,0,51,24,6,0.33,3.39,0.50,3.89
WR,11.00,0.50,13.20,1.76,0.37,0,0,51,24,8,0.75,1.13,0.16,1.28
WR,11.40,0.72,15.62,2.40,0.20,1,3.30,51,21,5,1.00,2.08,0.40,2.48
WR,5.20,0.65,12.56,2.16,0.38,0,0,56,19,4,0.50,6.31,0.44,6.75
WR,5.80,0.73,9.10,2.16,0.22,0,0,56,31,2,0.50,9.25,0.00,9.25
WR,6.00,0.61,10.86,1.86,0.36,1,3.50,56,19,3,0.67,4.00,0.44,4.44
TE,21.30,0.43,15.30,1.59,0.37,3,18.80,56,19,6,0.67,1.70,0.50,2.20
WR,19.80,0.42,8.64,1.57,0.44,1,8.90,56,31,4,0.50,2.13,0.63,2.75
WR,8.40,0.51,13.66,1.79,0.52,1,3.30,56,31,5,0.80,2.32,0.28,2.60
WR,28.90,0.57,9.90,1.86,0.43,2,17.50,56,19,8,1.00,0.45,0.83,1.28
WR,2.60,0.47,19.00,1.62,0.41,0,0,56,19,10,0.10,1.27,0.00,1.27
TE,4.50,0.68,7.68,2.08,0.33,0,0,56,19,3,1.00,1.56,0.11,1.67
WR,1.80,0.68,4.02,2.13,0.31,0,0,56,31,1,1.00,7.00,1.00,8.00
TE,19.60,0.63,8.04,2.20,0.30,2,12.00,56,31,6,1.00,1.36,0.75,2.11
TE,10.80,0.67,14.16,1.99,0.35,2,10.80,38,18,3,0.67,5.22,0.67,5.89
WR,10.80,0.59,9.08,1.98,0.35,0,0,38,18,6,0.83,1.72,0.14,1.86
WR,5.80,0.75,8.50,2.25,0.34,0,0,38,1,6,0.67,0.36,0.28,0.64
TE,4.60,0.56,3.80,2.06,0.52,1,3.60,38,1,5,0.60,0.92,1.20,2.12
WR,8.00,0.57,6.08,1.98,0.38,0,0,51,21,9,0.44,1.58,0.14,1.72
TE,11.00,1.13,2.72,3.25,0.37,0,0,38,1,8,0.88,0.36,0.31,0.67
WR,1.60,0.55,4.10,2.00,0.48,0,0,46.5,4,1,1.00,6.00,0.00,6.00
WR,7.50,0.66,14.30,2.01,0.49,1,3.20,38,18,5,0.60,1.64,0.44,2.08
WR,3.60,0.58,9.90,1.89,0.40,0,0,38,1,6,0.33,1.53,0.03,1.56
TE,3.10,0.76,4.20,2.47,0.19,1,3.10,47,17,2,0.50,4.00,1.50,5.50
TE,8.00,0.49,4.94,1.70,0.44,1,3.10,47,17,6,0.50,2.47,0.33,2.81
WR,3.70,0.50,5.30,1.58,0.43,0,0,47,2,5,0.40,1.68,0.12,1.80
WR,14.80,0.46,13.88,1.79,0.50,1,3.20,47,2,9,0.78,0.93,0.32,1.25
WR,5.10,0.81,5.26,2.40,0.25,0,0,47,2,4,0.75,0.38,0.69,1.06
WR,4.00,0.43,3.52,1.69,0.44,1,4.00,47,17,1,1.00,28.00,2.00,30.00
TE,7.30,0.94,3.90,2.61,0.27,1,6.10,47,2,3,0.67,3.56,2.78,6.33
WR,4.70,0.80,13.54,2.31,0.27,0,0,47,17,6,0.50,1.06,0.06,1.11
WR,12.80,0.38,10.42,1.45,0.41,1,3.60,47,17,8,0.88,0.50,0.52,1.02
TE,5.50,0.54,10.70,1.86,0.52,0,0,47,2,6,0.50,1.11,0.08,1.20
WR,15.20,0.40,21.84,1.61,0.63,1,7.60,47,2,10,0.50,1.05,0.17,1.22
WR,5.20,0.59,11.50,1.79,0.40,0,0,47,17,7,0.43,1.88,0.14,2.02
WR,3.60,0.75,12.88,2.22,0.14,0,0,44,28,3,0.67,4.00,0.33,4.33
WR,8.00,0.81,1.70,2.18,0.28,1,6.30,44,32,3,0.67,0.89,6.44,7.33
WR,8.60,0.52,8.14,1.89,0.43,1,7.40,44,32,2,1.00,1.50,0.00,1.50
TE,20.80,0.51,15.26,1.84,0.47,2,15.60,44,32,4,1.00,1.06,5.69,6.75
WR,6.60,0.32,6.88,1.54,0.66,1,3.30,44,28,2,1.00,3.00,4.25,7.25
WR,1.80,0.51,8.98,1.78,0.37,0,0,44,28,2,0.50,3.50,0.50,4.00
WR,2.30,0.93,12.52,2.38,0.31,0,0,44,32,4,0.25,2.31,0.31,2.63
TE,1.80,1.02,2.46,2.77,0.38,0,0,44,28,2,0.50,8.00,0.25,8.25
WR,2.30,0.63,2.86,1.94,0.28,0,0,44,28,1,1.00,1.00,12.00,13.00
WR,5.00,0.36,8.38,1,1,0,0,44,28,3,1.00,1.44,0.78,2.22
TE,4.00,0.73,13.10,2.23,0.32,0,0,44,28,2,1.00,1.75,3.25,5.00
WR,14.60,0.61,6.04,1.99,0.25,2,12.90,44,32,5,0.60,2.80,0.56,3.36
TE,7.30,0.65,9.44,2.20,0.37,1,3.20,44,18,8,0.38,1.81,0.13,1.94
WR,2.60,0.42,1.40,1.73,0.63,0,0,44,7,1,1.00,15.00,1.00,16.00
WR,11.50,0.75,6.74,2.25,0.34,0,0,44,7,8,0.75,1.27,0.25,1.52
TE,2.40,0.56,3.86,2.06,0.52,0,0,44,7,3,0.33,3.89,0.78,4.67
WR,3.80,0.79,5.96,2.29,0.23,0,0,44,18,1,0.00,0.00,0.00,0.00
WR,8.20,0.47,10.02,1.68,0.47,0,0,44,18,6,0.67,2.33,0.11,2.45
WR,6.90,0.59,8.02,1.92,0.36,1,3.90,44,18,2,1.00,8.50,3.75,12.25
TE,6.60,0.56,4.48,1.93,0.42,1,3.10,44,7,6,0.50,1.95,0.28,2.22
WR,20.70,0.23,17.40,1.28,0.70,1,3.60,44,18,10,0.90,0.80,0.36,1.16
WR,2.90,0.69,8.00,2.22,0.26,0,0,54,14,2,0.50,3.00,0.25,3.25
WR,4.80,0.95,12.10,2.83,0.22,0,0,54,9,4,0.75,1.25,0.19,1.44
WR,5.50,0.53,6.60,1.87,0.33,0,0,54,14,5,0.60,2.68,0.08,2.76
WR,13.10,0.53,18.76,1.83,0.42,1,5.40,54,9,6,0.83,2.36,0.22,2.58
WR,27.90,0.51,13.68,1.77,0.45,3,14.40,54,14,11,0.91,0.55,0.44,0.99
WR,22.80,0.44,26.38,1.54,0.47,3,14.60,54,14,7,1.00,1.53,0.57,2.10
TE,7.90,0.79,9.18,2.23,0.35,1,3.50,54,14,7,0.57,0.82,0.14,0.96
WR,11.30,0.43,17.78,1.56,0.49,2,7.70,57,22,8,0.38,2.70,0.11,2.81
WR,5.10,0.85,7.40,2.42,0.33,1,3.30,57,20,2,1.00,5.50,2.25,7.75
WR,12.50,0.73,9.80,2.09,0.18,1,11.00,57,20,5,0.40,1.52,0.80,2.32
WR,19.00,0.76,3.58,2.08,0.25,3,19.20,57,22,5,0.60,1.60,1.00,2.60
TE,3.20,0.85,2.78,2.44,0.19,1,3.20,57,22,2,0.50,2.00,4.50,6.50
TE,1.60,0.63,4.62,2.19,0.37,0,0,57,22,1,1.00,3.00,3.00,6.00
WR,2.40,0.48,12.68,1.44,0.59,0,0,57,20,1,1.00,7.00,7.00,14.00
WR,18.30,0.24,23.78,1.39,0.78,2,10.90,57,20,7,0.71,2.29,0.80,3.08
WR,12.00,0.43,21.36,1.67,0.55,0,0,57,22,7,0.71,1.92,0.35,2.27
WR,8.00,0.84,12.26,3.05,0.41,0,0,57,20,5,0.80,0.88,1.24,2.12
TE,3.10,0.63,13.02,1.89,0.32,1,3.10,57,20,4,0.25,3.25,0.25,3.50
TE,3.20,0.36,2.88,1.54,0.64,0,0,40,28,3,1.00,1.00,1.44,2.44
WR,24.20,0.47,7.42,1.66,0.44,2,13.00,40,28,13,0.62,0.86,0.04,0.91
WR,4.10,0.71,4.84,2.15,0.31,0,0,40,28,2,1.00,4.75,0.50,5.25
TE,3.20,0.67,7.70,2.11,0.27,0,0,40,28,4,0.50,1.25,0.56,1.81
WR,14.10,0.52,6.80,1.89,0.43,0,0,40,26,10,0.70,0.84,0.11,0.95
WR,1.70,1.10,7.22,2.90,0.37,0,0,40,26,2,0.50,6.25,0.25,6.50
TE,10.70,0.51,15.70,1.84,0.47,0,0,40,26,8,0.63,0.45,0.59,1.05
WR,0.80,1.20,3.18,3.04,-0.04,0,0,40,28,1,0.00,23.00,0.00,23.00
WR,12.50,0.93,12.38,2.38,0.31,1,12.50,40,26,4,0.25,4.56,3.25,7.81
WR,13.20,0.52,12.78,1.69,0.35,1,7.90,40,28,7,0.43,1.69,0.37,2.06
WR,11.20,0.47,8.06,1.71,0.48,0,0,51,32,7,0.86,1.14,0.08,1.22
WR,2.40,0.75,13.40,2.22,0.14,0,0,51,10,4,0.25,3.63,0.06,3.69
WR,0.60,1.05,6.64,2.91,0.22,0,0,51,32,1,1.00,-4.00,0.00,-4.00
TE,9.60,0.71,2.93,2.01,0.41,1,9.60,51,32,1,1.00,25.00,1.00,26.00
TE,12.70,0.62,15.58,1.95,0.25,1,9.00,51,32,3,1.00,2.89,1.22,4.11
WR,12.20,0.51,6.96,1.78,0.37,1,10.10,51,10,4,0.50,2.25,0.56,2.81
TE,19.00,0.52,9.92,1.88,0.53,1,8.00,51,32,7,0.86,0.88,0.63,1.51
TE,17.40,0.73,11.40,2.23,0.32,2,13.50,51,10,5,0.80,2.44,0.60,3.04
WR,4.40,0.49,16.18,1.92,0.44,1,4.40,51,32,5,0.20,2.20,0.00,2.20
WR,12.90,0.36,7.70,1,1,1,7.60,51,10,4,0.75,1.94,1.56,3.50
TE,1.60,0.86,4.32,2.34,0.29,0,0,47.5,17,1,1.00,6.00,0.00,6.00
WR,14.60,0.63,4.98,1.92,0.23,1,7.10,47.5,17,6,0.83,0.86,0.47,1.33
WR,3.10,0.93,9.75,2.59,0.39,1,3.10,47.5,17,4,0.25,4.25,0.63,4.88
WR,7.30,0.46,18.64,1.79,0.50,0,0,47.5,21,6,0.67,1.61,0.20,1.81
TE,10.80,0.93,4.38,1,1,1,9.40,47.5,17,3,0.67,3.11,0.00,3.11
TE,2.90,0.94,8.28,2.61,0.27,0,0,47.5,21,3,0.67,0.67,0.11,0.78
WR,11.90,0.50,14.50,1.76,0.37,1,3.10,47.5,17,12,0.67,0.69,0.10,0.79
WR,3.50,0.53,2.78,1,1,0,0,47.5,21,4,0.50,4.56,0.13,4.69
TE,7.70,0.54,10.28,1.86,0.52,1,3.20,47.5,21,3,1.00,3.11,2.11,5.22
WR,25.40,0.40,19.90,1.61,0.63,2,18.40,47.5,21,8,0.75,1.77,0.22,1.99
TE,3.10,0.73,5.98,2.17,0.33,1,3.10,44,23,3,0.33,0.78,2.22,3.00
TE,13.50,0.54,6.64,1.72,0.33,1,7.20,44,15,9,0.56,0.27,0.22,0.49
WR,9.90,0.44,5.94,1.62,0.49,0,0,44,23,5,1.00,1.40,0.56,1.96
WR,7.40,0.54,16.72,1.93,0.49,0,0,44,15,8,0.50,1.45,0.24,1.69
WR,4.00,0.90,6.80,3.02,0.31,0,0,44,23,2,1.00,1.50,3.50,5.00
WR,6.10,0.38,9.88,1.46,0.57,1,3.50,44,23,5,0.40,3.76,0.28,4.04
WR,21.60,0.37,21.18,1.59,0.57,3,12.70,44,15,11,0.73,1.07,0.33,1.41
WR,8.80,0.54,6.02,1.89,0.44,1,3.10,44,15,7,0.57,1.57,0.47,2.04
TE,10.80,0.45,7.60,1.74,0.53,0,0,44,23,12,0.58,0.49,0.17,0.67
TE,19.90,0.51,16.16,1.77,0.46,1,7.90,53.5,13,10,0.60,1.11,0.36,1.47
WR,10.80,0.56,8.44,1.86,0.36,2,8.30,53.5,24,4,0.75,4.88,1.06,5.94
WR,10.70,0.68,2.60,2.21,0.29,1,9.40,53.5,24,1,1.00,24.00,0.00,24.00
WR,10.00,0.59,18.94,1.93,0.39,2,8.20,53.5,13,4,0.75,2.75,2.06,4.81
WR,1.10,0.68,5.30,2.05,0.26,0,0,53.5,13,1,1.00,-2.00,3.00,1.00
TE,7.40,0.91,4.90,2.39,0.38,1,7.40,53.5,24,5,0.20,1.48,0.00,1.48
TE,6.90,0.72,3.14,2.07,0.33,0,0,53.5,24,5,0.80,0.92,0.52,1.44
WR,30.70,0.72,13.30,2.40,0.20,4,23.10,53.5,13,9,0.89,0.96,0.67,1.63
WR,10.00,0.47,19.52,1.72,0.53,1,5.90,53.5,24,4,1.00,3.25,0.88,4.13
WR,12.30,0.70,16.94,2.10,0.32,0,0,44.5,5,12,0.58,0.33,0.19,0.53
WR,2.20,0.53,15.02,1.64,0.33,0,0,48,11,1,1.00,7.00,5.00,12.00
WR,19.70,0.82,12.63,2.18,0.23,3,17.70,48,16,4,1.00,5.06,1.00,6.06
TE,2.60,0.81,4.60,2.49,0.32,0,0,48,16,2,0.50,3.50,0.75,4.25
WR,12.70,0.34,15.18,1.47,0.57,1,9.40,48,16,2,1.00,7.75,0.75,8.50
