season,player,tm,fantpos,g,rush_att,rush_yds,y_a,rush_td,tgt,rec,yds,rec_td,ppr
2006,Randy Moss,OAK,WR,13,0,0,"",0,96,42,553,3,115.3
2006,Ron Dayne,HOU,RB,11,151,612,4.05,5,18,14,77,0,114.9
2006,Cedric Benson,CHI,RB,15,157,647,4.12,6,10,8,54,0,114.1
2006,Kevin Curtis,STL,WR,16,4,4,1,0,57,40,479,4,112.3
2006,Vincent Jackson,SDG,WR,16,3,16,5.33,0,56,27,453,6,111.9
2006,Patrick Crayton,DAL,WR,16,0,0,"",0,48,36,516,4,111.6
2006,Antwaan Randle El,WAS,WR,16,19,118,6.21,0,63,32,351,3,110.4
2006,Troy Brown,NWE,WR,16,2,18,9,0,75,43,384,4,109.2
2006,Peerless Price,BUF,WR,16,5,18,3.6,0,78,49,402,3,109
2006,Kevin Faulk,NWE,RB,15,25,123,4.92,1,56,43,356,2,108.9
2006,Joe Jurevicius,CLE,WR,13,0,0,"",0,65,40,495,3,107.5
2006,Samie Parker,KAN,WR,16,3,7,2.33,0,68,41,561,1,103.8
2006,Heath Miller,PIT,TE,16,0,0,"",0,55,34,393,5,103.3
2006,Correll Buckhalter,PHI,RB,16,83,345,4.16,2,28,24,256,1,102.1
2006,Ernest Wilford,JAX,WR,16,0,0,"",0,74,36,524,2,100.4
2006,Owen Daniels,HOU,TE,14,0,0,"",0,51,34,352,5,99.2
2006,Jerious Norwood,ATL,RB,14,99,633,6.39,2,15,12,102,0,97.5
2006,Cedrick Wilson,PIT,WR,15,2,14,7,0,69,37,504,1,95.6
2006,Justin Fargas,OAK,RB,16,178,659,3.7,1,21,13,91,0,94
2006,George Wrighster,JAX,TE,16,0,0,"",0,63,39,353,3,92.3
2006,Marcus Robinson,MIN,WR,10,0,0,"",0,58,29,381,4,91.1
2006,Bobby Wade,TEN,WR,16,0,0,"",0,58,33,461,2,91.1
2006,Doug Gabriel,2TM,WR,15,0,0,"",0,54,30,428,3,90.8
2006,Dallas Clark,IND,TE,12,0,0,"",0,57,30,367,4,90.7
2006,Jermaine Wiggins,MIN,TE,16,0,0,"",0,67,46,386,1,90.6
2006,Brandon Jones,TEN,WR,16,1,3,3,0,53,27,384,4,89.7
2006,Josh Reed,BUF,WR,13,4,13,3.25,0,48,34,410,2,88.3
2006,Amani Toomer,NYG,WR,8,1,0,0,0,43,32,360,3,86
2006,Anthony Thomas,BUF,RB,16,107,378,3.53,2,24,22,139,0,85.7
2006,Bo Scaife,TEN,TE,14,1,13,13,1,56,29,370,2,85.3
2006,Chris Baker,NYJ,TE,16,0,0,"",0,45,31,300,4,85
2006,Vernand Morency,2TM,RB,14,96,434,4.52,2,19,17,118,0,84.2
2006,Drew Carter,CAR,WR,14,2,18,9,0,51,28,357,3,83.5
2006,Sammy Morris,MIA,RB,12,92,400,4.35,1,35,21,162,0,83.2
2006,Noah Herron,GNB,RB,16,37,150,4.05,1,35,29,211,2,83.1
2006,Troy Williamson,MIN,WR,14,0,0,"",0,76,37,455,0,82.5
2006,Kevan Barlow,NYJ,RB,12,131,370,2.82,6,10,7,21,0,82.1
2006,Roddy White,ATL,WR,16,0,0,"",0,65,30,506,0,80.6
2006,Keenan McCardell,SDG,WR,14,1,8,8,0,51,36,437,0,80.5
2006,Terrance Copper,NOR,WR,15,1,8,8,0,42,23,385,3,80.3
2006,Ike Hilliard,TAM,WR,16,0,0,"",0,55,34,339,2,79.9
2006,Cedric Houston,NYJ,RB,8,113,374,3.31,5,8,7,43,0,78.7
2006,Michael Clayton,TAM,WR,12,5,41,8.2,0,65,33,356,1,78.7
2006,Hank Baskett,PHI,WR,16,0,0,"",0,42,22,464,2,78.4
2006,Ashley Lelie,ATL,WR,15,0,0,"",0,68,28,430,1,77
2006,Maurice Morris,SEA,RB,16,161,604,3.75,0,20,11,46,0,76
2006,Dan Campbell,DET,TE,16,0,0,"",0,32,21,308,4,75.8
2006,Eric Johnson,SFO,TE,13,0,0,"",0,49,34,292,2,75.2
2006,Roscoe Parrish,BUF,WR,16,2,18,9,0,40,23,320,2,74.8
2006,Ben Utecht,IND,TE,15,0,0,"",0,53,37,377,0,74.7
2006,Justin Griffith,ATL,RB,16,19,106,5.58,1,28,23,168,3,74.4
2006,Demetrius Williams,BAL,WR,16,0,0,"",0,45,22,396,2,73.6
2006,Steve Heiden,CLE,TE,16,0,0,"",0,46,36,249,2,72.9
2006,LaMont Jordan,OAK,RB,9,114,434,3.81,2,16,10,74,0,72.8
2006,Jerramy Stevens,SEA,TE,11,0,0,"",0,48,22,231,4,71.1
2006,Tony Scheffler,DEN,TE,13,1,3,3,0,37,18,286,4,70.9
2006,Greg Lewis,PHI,WR,16,0,0,"",0,34,24,348,2,70.8
2006,Michael Turner,SDG,RB,13,80,502,6.28,2,3,3,47,0,69.9
2006,Najeh Davenport,PIT,RB,13,60,221,3.68,1,21,15,193,1,68.4
2006,Mack Strong,SEA,WR,16,33,149,4.52,1,44,29,159,0,65.8
2006,Billy McMullen,MIN,WR,16,0,0,"",0,42,23,307,2,65.7
2006,Courtney Anderson,OAK,TE,16,0,0,"",0,43,25,285,2,65.5
2006,Dante Hall,KAN,WR,15,3,11,3.67,0,40,26,204,2,65.5
2006,Vernon Davis,SFO,TE,10,2,5,2.5,0,42,20,265,3,65
2006,Mike Alstott,TAM,RB,16,60,171,2.85,3,38,21,85,0,64.6
2006,Rashied Davis,CHI,WR,16,0,0,"",0,56,22,303,2,64.3
2006,Brandon Marshall,DEN,WR,15,2,12,6,0,37,20,309,2,64.1
2006,Kenny Watson,CIN,RB,16,25,138,5.52,1,32,23,213,0,64.1
2006,Justin McCareins,NYJ,WR,16,0,0,"",0,40,23,347,1,63.7
2006,Robert Royal,BUF,TE,16,1,-9,-9,0,39,23,233,3,63.4
2006,Ruvell Martin,GNB,WR,13,0,0,"",0,43,21,358,1,62.8
2006,Mark Bradley,CHI,WR,10,0,0,"",0,23,14,282,3,60.2
2006,Brandon Lloyd,WAS,WR,15,0,0,"",0,57,23,365,0,59.5
2006,Bobby Engram,SEA,WR,7,1,4,4,0,36,24,290,1,59.4
2006,Tim Carter,NYG,WR,16,0,0,"",0,48,22,253,2,59.3
2006,Alvis Whitted,OAK,WR,14,1,4,4,0,63,27,299,0,57.3
2006,Randal Williams,OAK,TE,16,0,0,"",0,57,28,293,0,57.3
2006,Daniel Graham,NWE,TE,12,0,0,"",0,34,21,235,2,56.5
2006,Ovie Mughelli,BAL,RB,16,12,50,4.17,0,24,21,182,2,56.2
2006,Troy Walters,ARI,WR,15,0,0,"",0,35,23,209,2,55.9
2006,Nate Burleson,SEA,WR,16,0,0,"",0,37,18,192,2,55.2
2006,Daniel Wilcox,BAL,TE,14,0,0,"",0,27,20,166,3,54.6
2006,Malcom Floyd,SDG,WR,12,0,0,"",0,32,15,210,3,54
2006,Arlen Harris,DET,RB,10,49,158,3.22,1,25,18,132,0,53
2006,ReShard Lee,OAK,RB,16,21,72,3.43,2,25,20,138,0,53
2006,David Martin,GNB,TE,11,0,0,"",0,36,21,198,2,52.8
2006,Samkon Gado,2TM,RB,9,56,210,3.75,1,23,17,85,0,52.5
2006,Reggie Kelly,CIN,TE,16,0,0,"",0,33,21,254,1,52.4
2006,Musa Smith,BAL,RB,12,36,153,4.25,0,23,22,135,0,50.8
2006,David Tyree,NYG,WR,16,0,0,"",0,33,19,197,2,50.7
2006,Bryan Fletcher,IND,TE,15,0,0,"",0,25,18,202,2,50.2
2006,Derek Hagan,MIA,WR,16,0,0,"",0,37,21,221,1,49.1
2006,Joe Klopfenstein,STL,TE,16,0,0,"",0,34,20,226,1,48.6
2006,Chad Jackson,NWE,WR,12,4,22,5.5,0,19,13,152,3,48.4
2006,Bubba Franks,GNB,TE,16,0,0,"",0,53,25,232,0,48.2
2006,Dennis Northcutt,CLE,WR,13,3,32,10.67,0,45,22,228,0,48
2006,Matt Schobel,PHI,TE,16,0,0,"",0,20,14,214,2,47.4
2006,Kris Wilson,KAN,TE,16,0,0,"",0,24,15,132,3,46.2
2006,Stephen Alexander,DEN,TE,16,0,0,"",0,35,18,160,2,46
2006,Mike Karney,NOR,RB,15,11,33,3,1,20,15,96,2,45.9
2006,Brad Hoover,CAR,RB,16,22,73,3.32,1,29,20,122,0,45.5
2006,Lorenzo Neal,SDG,RB,16,29,140,4.83,1,26,17,83,0,45.3
2006,Stephen Davis,STL,RB,15,40,177,4.43,0,17,12,90,1,44.7
2006,LenDale White,TEN,RB,13,61,244,4,0,20,14,60,0,44.4
2006,Kris Mangum,CAR,TE,15,0,0,"",0,33,21,170,1,44
2006,Jason McKie,CHI,RB,15,8,18,2.25,0,38,25,162,0,43
2006,Brandon Manumaleuna,SDG,TE,16,1,1,1,0,17,14,91,3,41.2
2006,Maurice Hicks,SFO,RB,16,29,82,2.83,0,15,13,137,1,40.9
2006,Artose Pinner,MIN,RB,12,43,190,4.42,3,4,2,15,0,40.5
2006,Marcel Shipp,ARI,RB,15,17,41,2.41,4,11,6,60,0,40.1
2006,Ben Troupe,TEN,TE,10,0,0,"",0,29,13,150,2,40
2006,Mike Sellers,WAS,RB,16,12,51,4.25,0,21,18,105,1,39.6
2006,Aaron Stecker,NOR,RB,12,4,11,2.75,0,28,19,190,0,39.1
2006,Mike Anderson,BAL,RB,16,39,183,4.69,1,14,9,54,0,38.7
2006,Bryan Gilmore,SFO,WR,16,7,94,13.43,0,31,8,150,1,38.4
2006,Michael Robinson,SFO,RB,16,38,116,3.05,2,12,9,47,0,37.3
2006,Michael Bennett,KAN,RB,11,36,200,5.56,0,12,9,77,0,36.7
2006,Anthony Becht,TAM,TE,16,0,0,"",0,26,18,115,1,35.5
2006,Verron Haynes,PIT,RB,7,15,78,5.2,0,22,18,95,0,35.3
2006,Obafemi Ayanbadejo,ARI,RB,14,9,37,4.11,0,19,17,139,0,34.6
2006,Mark Campbell,NOR,TE,14,0,0,"",0,29,18,164,0,34.4
2006,Justin Peelle,MIA,WR,15,0,0,"",0,18,16,116,1,33.6
2006,Kevin Walter,HOU,WR,16,1,3,3,0,21,17,160,0,33.3
2006,Jason Wright,CLE,RB,13,62,189,3.05,0,11,6,82,0,33.1
2006,James Thrash,WAS,WR,16,0,0,"",0,20,12,151,1,33.1
2006,David Thomas,NWE,TE,15,0,0,"",0,16,11,159,1,32.9
2006,Shaun McDonald,STL,WR,16,0,0,"",0,19,13,136,1,32.6
2006,Adam Bergen,ARI,TE,14,0,0,"",0,24,15,111,1,32.1
2006,Leonard Pope,ARI,TE,16,0,0,"",0,23,16,161,0,32.1
2006,Tony Stewart,CIN,TE,16,0,0,"",0,18,14,120,1,32
2006,Nick Goings,CAR,RB,11,11,52,4.73,0,15,10,107,1,31.9
2006,Az-Zahir Hakim,DET,WR,6,1,1,1,0,27,17,147,0,31.8
2006,Zack Crockett,OAK,RB,16,39,163,4.18,0,17,10,53,0,31.6
2006,John Madsen,OAK,WR,15,0,0,"",0,19,11,146,1,31.6
2006,Marcedes Lewis,JAX,TE,15,0,0,"",0,21,13,126,1,31.6
2006,Thomas Tapeh,PHI,RB,16,5,9,1.8,0,21,16,85,1,31.4
2006,Jabar Gaffney,NWE,WR,11,0,0,"",0,20,11,142,1,31.2
2006,Ahmard Hall,TEN,WR,14,7,21,3,0,21,15,138,0,30.9
2006,Tony Fisher,STL,RB,8,6,9,1.5,0,18,14,159,0,30.8
2006,Jameel Cook,HOU,RB,11,3,18,6,0,26,18,107,0,30.5
2006,Corey Bradford,DET,WR,9,0,0,"",0,25,14,164,0,30.4
2006,Tim Dwight,NYJ,WR,9,2,28,14,0,19,16,112,0,30
2006,Michael Gaines,CAR,TE,16,0,0,"",0,29,15,146,0,29.6
2006,Billy Miller,NOR,TE,10,0,0,"",0,22,14,129,0,28.9
2006,T.J. Duckett,WAS,RB,10,38,132,3.47,2,2,2,16,0,28.8
2006,Heath Evans,NWE,RB,16,27,117,4.33,0,9,7,34,1,28.1
2006,David Kircus,DEN,WR,16,0,0,"",0,27,9,187,0,27.7
2006,Mark Bruener,HOU,TE,15,0,0,"",0,10,9,62,2,27.2
2006,Anthony Fasano,DAL,WR,16,0,0,"",0,24,14,126,0,26.6
2006,Kelley Washington,CIN,WR,5,0,0,"",0,12,9,115,1,26.5
2006,Josh Cribbs,CLE,WR,16,2,11,5.5,0,15,10,91,0,26.2
2006,Jeb Putzier,HOU,TE,14,0,0,"",0,22,13,125,0,25.5
2006,Bethel Johnson,MIN,WR,11,4,8,2,0,19,9,156,0,25.4
2006,Chris Taylor,HOU,RB,4,28,123,4.39,1,3,3,40,0,25.3
2006,Tony Richardson,MIN,RB,9,5,12,2.4,0,14,13,111,0,25.3
2006,Donald Lee,GNB,TE,15,0,0,"",0,21,10,150,0,25
2006,Shawn Bryson,DET,RB,6,2,1,0.5,0,9,8,98,1,23.9
2006,Jamal Jones,NOR,WR,12,0,0,"",0,10,6,108,1,22.8
2006,Brandon Stokley,IND,WR,4,0,0,"",0,11,8,85,1,22.5
2006,Aaron Moorehead,IND,WR,12,0,0,"",0,16,8,82,1,22.2
2006,Marcus Pollard,DET,RB,15,0,0,"",0,17,12,100,0,22
2006,John Gilmore,CHI,WR,16,0,0,"",0,12,6,38,2,21.8
2006,J.J. Arrington,ARI,RB,16,14,19,1.36,0,10,8,58,0,21.7
2006,Carlyle Holiday,2TM,WR,8,0,0,"",0,18,9,126,0,21.6
2006,Moran Norris,SFO,RB,14,2,8,4,0,7,5,36,2,21.4
2006,Jeremi Johnson,CIN,RB,16,15,56,3.73,1,9,6,37,0,21.3
2006,Ciatrick Fason,MIN,RB,5,18,99,5.5,1,5,3,19,0,20.8
2006,Jerame Tuman,PIT,TE,15,0,0,"",0,7,7,73,1,20.3
2006,Maurice Stovall,TAM,WR,9,2,29,14.5,0,13,7,102,0,20.1
2006,Roydell Williams,TEN,WR,14,0,0,"",0,21,8,121,0,20.1
2006,Visanthe Shiancoe,NYG,TE,16,0,0,"",0,14,12,81,0,20.1
2006,Jason Avant,PHI,WR,8,0,0,"",0,14,7,68,1,19.8
2006,Kyle Johnson,DEN,RB,14,5,30,6,0,11,7,37,1,19.7
2006,Ernie Conwell,NOR,TE,7,0,0,"",0,13,8,57,1,19.7
2006,Jerome Harrison,CLE,RB,10,20,60,3,0,14,9,47,0,19.7
2006,Cecil Sapp,DEN,RB,11,10,80,8,0,10,8,34,0,19.4
2006,Chris Perry,CIN,RB,6,10,57,5.7,0,11,9,42,0,18.9
2006,David Givens,TEN,WR,5,1,3,3,0,20,8,104,0,18.7
2006,William Henderson,GNB,RB,14,0,0,"",0,18,12,62,0,18.2
2006,Alvin Pearman,JAX,RB,13,19,89,4.68,1,3,2,12,0,18.1
2006,Vonta Leach,2TM,RB,12,0,0,"",0,7,6,61,1,18.1
2006,Chris Brown,TEN,RB,5,41,156,3.8,0,9,2,4,0,18
2006,Jeff Dugan,MIN,TE,7,0,0,"",0,13,8,40,1,18
2006,Aveion Cason,DET,RB,6,24,94,3.92,0,10,5,26,0,17
2006,Itula Mili,SEA,TE,10,0,0,"",0,18,10,69,0,16.9
2006,Richard Owens,MIN,TE,16,0,0,"",0,9,6,45,1,16.5
2006,Koren Robinson,GNB,WR,4,0,0,"",0,16,7,89,0,15.9
2006,Jamaal Branch,NOR,RB,1,10,29,2.9,0,6,5,14,1,15.3
2006,B.J. Askew,NYJ,RB,13,6,11,1.83,0,12,9,50,0,15.1
2006,Jim Finn,NYG,RB,16,2,14,7,0,13,8,54,0,14.8
2006,Damien Nash,DEN,RB,3,18,66,3.67,0,7,4,41,0,14.7
2006,Dan Kreider,PIT,RB,16,1,5,5,0,13,8,62,0,14.7
2006,Brandon Miree,GNB,RB,10,0,0,"",0,13,9,57,0,14.7
2006,Robert Ferguson,GNB,WR,4,0,0,"",0,13,5,31,1,14.1
2006,Casey Fitzsimmons,DET,WR,11,0,0,"",0,10,7,71,0,14.1
2006,Johnnie Morant,OAK,WR,10,0,0,"",0,12,7,70,0,14
2006,Dwayne Blakley,ATL,TE,16,0,0,"",0,14,6,76,0,13.6
2006,Tab Perry,CIN,WR,2,2,4,2,0,6,5,81,0,13.5
2006,Will Heller,SEA,TE,16,0,0,"",0,5,4,32,1,13.2
2006,Ben Hartsock,TEN,TE,6,0,0,"",0,15,6,68,0,12.8
2006,Sam Hurd,DAL,WR,15,0,0,"",0,11,5,75,0,12.5
2006,Derrick Blaylock,NYJ,RB,4,25,44,1.76,0,9,5,29,0,12.3
2006,Lawrence Vickers,CLE,RB,16,3,2,0.67,0,7,6,60,0,12.2
2006,Dominique Byrd,STL,TE,5,0,0,"",0,3,2,39,1,11.9
2006,Aaron Walker,STL,TE,16,0,0,"",0,6,5,68,0,11.8
2006,Jim Kleinsasser,MIN,TE,16,0,0,"",0,16,7,47,0,11.7
2006,Cory Schlesinger,DET,RB,14,0,0,"",0,11,8,36,0,11.6
2006,Terrelle Smith,CLE,RB,16,8,14,1.75,0,11,8,21,0,11.5
2006,Paris Warren,TAM,WR,8,0,0,"",0,7,5,63,0,11.3
2006,Michael Jennings,NYG,WR,8,2,12,6,0,8,5,49,0,11.1
2006,Justin Gage,CHI,WR,8,0,0,"",0,8,4,68,0,10.8
2006,Travis Minor,MIA,RB,16,19,74,3.89,0,3,3,2,0,10.6
2006,Keary Colbert,CAR,WR,12,0,0,"",0,12,5,56,0,10.6
2006,Brad Cieslak,BUF,RB,7,0,0,"",0,9,6,46,0,10.6
2006,Daimon Shelton,BUF,RB,14,0,0,"",0,10,7,35,0,10.5
2006,Sean Ryan,NYJ,RB,16,0,0,"",0,9,6,44,0,10.4
2006,Fred McCrary,ATL,RB,15,0,0,"",0,4,3,13,1,10.3
2006,Madison Hedgecock,STL,RB,16,1,2,2,0,10,7,29,0,10.1
2006,Nate Jackson,DEN,TE,11,0,0,"",0,6,5,49,0,9.9
2006,Cortez Hankton,JAX,WR,12,0,0,"",0,11,5,48,0,9.8
2006,Darnell Dinkins,CLE,TE,14,0,0,"",0,3,2,14,1,9.4
2006,Reno Mahe,PHI,RB,12,4,18,4.5,0,6,5,23,0,9.1
2006,Tyson Thompson,DAL,RB,7,13,30,2.31,1,0,0,0,0,9
2006,Kyle Brady,JAX,TE,16,0,0,"",0,8,5,37,0,8.7
2006,Devale Ellis,DET,WR,9,2,3,1.5,0,9,4,41,0,8.4
2006,John Owens,NOR,TE,5,0,0,"",0,5,4,44,0,8.4
2006,Clarence Moore,BAL,WR,10,0,0,"",0,6,2,1,1,8.1
2006,Jason Dunn,KAN,TE,15,0,0,"",0,10,4,40,0,8
2006,Gabe Reid,CHI,RB,13,0,0,"",0,10,4,37,0,7.7
2006,Sinorice Moss,NYG,WR,6,0,0,"",0,10,5,25,0,7.5
2006,Rock Cartwright,WAS,RB,16,5,15,3,0,0,0,0,0,7.5
2006,Ryan Neufeld,BUF,TE,9,0,0,"",0,1,1,4,1,7.4
2006,Todd Yoder,WAS,TE,14,0,0,"",0,3,1,4,1,7.4
2006,Earnest Graham,TAM,RB,16,11,59,5.36,0,4,1,4,0,7.3
2006,Martin Nance,MIN,WR,1,0,0,"",0,7,4,33,0,7.3
2006,Fred McAfee,NOR,RB,4,3,12,4,1,0,0,0,0,7.2
2006,Jeff King,CAR,TE,12,0,0,"",0,4,1,1,1,7.1
2006,Micheal Spurlock,ARI,WR,1,0,0,"",0,4,4,31,0,7.1
2006,Ryan Moats,PHI,RB,8,22,69,3.14,0,1,0,0,0,6.9
2006,Taylor Jacobs,SFO,WR,8,0,0,"",0,12,4,29,0,6.9
2006,Taye Biddle,CAR,WR,2,0,0,"",0,5,3,37,0,6.7
2006,Derrick Wimbush,JAX,RB,12,1,3,3,0,5,4,23,0,6.6
2006,Patrick Pass,NWE,RB,3,6,21,3.5,0,2,2,24,0,6.5
2006,Ran Carthon,IND,RB,3,3,4,1.33,1,0,0,0,0,6.4
2006,Karl Hankton,CAR,WR,16,0,0,"",0,3,3,31,0,6.1
2006,Ricky Proehl,IND,WR,2,0,0,"",0,4,3,30,0,6
2006,Brian Calhoun,DET,RB,7,7,19,2.71,0,2,2,20,0,5.9
2006,Ronnie Cruz,KAN,RB,5,5,19,3.8,0,5,2,20,0,5.9
2006,Lousaka Polite,DAL,RB,12,7,18,2.57,0,8,2,21,0,5.9
2006,Edell Shepherd,HOU,WR,7,2,5,2.5,0,4,3,22,0,5.7
2006,Justin Green,BAL,RB,12,0,0,"",0,4,4,17,0,5.7
2006,Sean McHugh,DET,RB,6,0,0,"",0,5,3,25,0,5.5
2006,Jeff Webb,KAN,WR,10,0,0,"",0,4,3,23,0,5.3
2006,Travis Wilson,CLE,WR,4,0,0,"",0,6,2,32,0,5.2
2006,Darian Barnes,MIA,RB,16,0,0,"",0,7,3,22,0,5.2
2006,Antonio Chatman,CIN,WR,3,0,0,"",0,5,3,22,0,5.2
2006,Courtney Roby,TEN,WR,12,1,3,3,0,7,2,28,0,5.1
2006,Delanie Walker,SFO,TE,7,0,0,"",0,4,2,30,0,5
2006,Sean Morey,PIT,WR,16,0,0,"",0,4,2,29,0,4.9
2006,Fred Wakefield,ARI,WR,16,0,0,"",0,2,2,24,0,4.4
2006,John Kuhn,PIT,RB,9,2,18,9,0,1,1,15,0,4.3
2006,Chad Mustard,DEN,TE,12,0,0,"",0,2,2,23,0,4.3
2006,Lee Suggs,MIA,RB,4,6,26,4.33,0,1,0,13,0,3.9
2006,Dee Brown,KAN,RB,15,10,24,2.4,0,1,1,5,0,3.9
2006,Eric Shelton,CAR,RB,9,8,23,2.88,0,1,1,6,0,3.9
2006,David Anderson,HOU,WR,9,0,0,"",0,1,1,27,0,3.7
2006,Christian Fauria,WAS,TE,9,0,0,"",0,3,2,17,0,3.7
2006,Rod Gardner,KAN,WR,14,0,0,"",0,9,2,17,0,3.7
2006,Chris Francies,GNB,WR,7,0,0,"",0,5,2,16,0,3.6
2006,John Bronson,ARI,RB,2,0,0,"",0,1,1,25,0,3.5
2006,David Patten,WAS,WR,5,0,0,"",0,4,1,25,0,3.5
2006,Quinn Sypniewski,BAL,TE,16,0,0,"",0,2,2,15,0,3.5
2006,Eddie Drummond,DET,WR,14,1,4,4,0,10,2,10,0,3.4
2006,Cliff Russell,MIA,WR,3,0,0,"",0,2,2,14,0,3.4
2006,Andre Davis,BUF,WR,16,0,0,"",0,7,2,13,0,3.3
2006,Oliver Hoyte,DAL,RB,12,0,0,"",0,2,2,10,0,3
2006,Kay-Jay Harris,STL,RB,7,3,9,3,0,1,1,10,0,2.9
2006,Jerry Porter,OAK,WR,4,0,0,"",0,4,1,19,0,2.9
2006,James Hodgins,NYJ,RB,6,0,0,"",0,5,2,9,0,2.9
2006,Casey Cramer,TEN,TE,15,0,0,"",0,2,2,8,0,2.8
2006,Kelvin Kight,NWE,WR,4,1,8,8,0,3,1,9,0,2.7
2006,Nate Lawrie,NOR,TE,7,0,0,"",0,2,1,17,0,2.7
2006,Walter Young,PIT,WR,2,0,0,"",0,1,1,17,0,2.7
2006,Bam Childress,NWE,WR,2,0,0,"",0,2,2,7,0,2.7
2006,Andrew Pinnock,SDG,RB,3,4,25,6.25,0,0,0,0,0,2.5
2006,Chad Morton,NYG,RB,15,1,22,22,0,0,0,0,0,2.2
2006,LaBrandon Toefield,JAX,RB,4,10,22,2.2,0,0,0,0,0,2.2
2006,Josh Parry,SEA,RB,8,0,0,"",0,2,1,11,0,2.1
2006,Corey McIntyre,NOR,RB,4,0,0,"",0,2,1,10,0,2
2006,Lance Moore,NOR,WR,4,0,0,"",0,3,1,10,0,2
2006,Chris Hetherington,SFO,RB,3,0,0,"",0,2,2,0,0,2
2006,James Adkisson,OAK,TE,2,0,0,"",0,2,1,9,0,1.9
2006,Will Buchanon,OAK,WR,1,0,0,"",0,1,1,9,0,1.9
2006,Dave Moore,TAM,TE,13,0,0,"",0,1,1,9,0,1.9
2006,Doug Jolley,TAM,TE,11,0,0,"",0,2,1,7,0,1.7
2006,Jerald Sowell,TAM,RB,11,0,0,"",0,1,1,6,0,1.6
2006,Cooper Wallace,TEN,TE,2,0,0,"",0,1,1,6,0,1.6
2006,Derrick Lewis,HOU,WR,4,0,0,"",0,1,1,5,0,1.5
2006,Dane Looker,STL,WR,16,1,13,13,0,2,0,0,0,1.3
2006,Glenn Holt,CIN,WR,11,0,0,"",0,2,1,3,0,1.3
2006,Kevin Everett,BUF,WR,16,0,0,"",0,1,1,1,0,1.1
2006,Brian Kozlowski,WAS,TE,3,0,0,"",0,2,1,1,0,1.1
2006,Eric Beverly,ATL,TE,16,0,0,"",0,1,1,0,0,1
2006,Cedric Cobbs,DEN,RB,2,3,9,3,0,0,0,0,0,0.9
2006,Keylon Kincade,DAL,RB,1,4,9,2.25,0,0,0,0,0,0.9
2006,Reggie McNeal,CIN,WR,7,1,8,8,0,0,0,0,0,0.8
2006,Derrick Ross,KAN,RB,7,3,8,2.67,0,0,0,0,0,0.8
2006,Marquis Weeks,SEA,RB,10,3,8,2.67,0,0,0,0,0,0.8
2006,Rich Alexis,JAX,RB,1,3,5,1.67,0,0,0,0,0,0.5
2006,A.J. Schable,ARI,RB,11,1,5,5,0,0,0,0,0,0.5
2006,Lamar Gordon,DET,RB,1,1,2,2,0,0,0,0,0,0.2
2006,Marlion Jackson,ATL,RB,1,1,2,2,0,0,0,0,0,0.2
2006,Shaud Williams,BUF,RB,5,2,2,1,0,0,0,0,0,0.2
2006,Quincy Wilson,CIN,RB,3,2,2,1,0,0,0,0,0,0.2
2006,Adam Jennings,ATL,WR,15,1,-4,-4,0,1,0,0,0,-0.4
2005,Shaun Alexander,SEA,RB,16,370,1880,5.08,27,29,15,78,1,378.8
2005,Larry Johnson,KAN,RB,16,336,1750,5.21,20,49,33,343,1,368.3
2005,LaDainian Tomlinson,SDG,RB,16,339,1462,4.31,18,77,51,370,2,368.1
2005,Tiki Barber,NYG,RB,16,357,1860,5.21,9,70,54,530,2,361
2005,Steve Smith,CAR,WR,16,4,25,6.25,1,150,103,1563,12,339.8
2005,Edgerrin James,IND,RB,15,360,1506,4.18,13,50,44,337,1,312.3
2005,Larry Fitzgerald,ARI,WR,16,8,41,5.13,0,165,103,1409,10,308
2005,Chad Johnson,CIN,WR,16,5,33,6.6,0,155,97,1432,9,297.5
2005,LaMont Jordan,OAK,RB,14,272,1025,3.77,9,103,70,563,2,296.8
2005,Anquan Boldin,ARI,WR,14,12,45,3.75,0,171,102,1402,7,290.7
2005,Torry Holt,STL,WR,14,1,2,2,0,163,102,1331,9,289.3
2005,Santana Moss,WAS,WR,16,3,-3,-1,0,134,84,1483,9,286
2005,Clinton Portis,WAS,RB,16,352,1516,4.31,11,41,30,216,0,275.9
2005,Joey Galloway,TAM,WR,16,2,4,2,0,152,83,1287,10,272.1
2005,Chris Chambers,MIA,WR,16,12,92,7.67,0,166,82,1118,11,269
2005,Marvin Harrison,IND,WR,15,0,0,"",0,134,82,1146,12,268.6
2005,Antonio Gates,SDG,TE,15,0,0,"",0,140,89,1101,10,259.1
2005,Rudi Johnson,CIN,RB,16,337,1458,4.33,12,30,23,90,0,249.8
2005,Steven Jackson,STL,RB,15,254,1046,4.12,8,55,43,320,2,239.6
2005,Plaxico Burress,NYG,WR,16,0,0,"",0,166,76,1214,7,239.4
2005,Donald Driver,GNB,WR,16,2,13,6.5,0,146,86,1221,5,239.4
2005,Hines Ward,PIT,WR,15,3,10,3.33,0,114,69,975,11,233.5
2005,Rod Smith,DEN,WR,16,1,7,7,0,126,85,1105,6,232.2
2005,Brian Westbrook,PHI,RB,12,156,617,3.96,3,96,61,616,4,228.3
2005,Thomas Jones,CHI,RB,15,314,1335,4.25,9,39,26,143,0,227.8
2005,T.J. Houshmandzadeh,CIN,WR,14,8,62,7.75,1,115,78,956,7,227.8
